obsid next_obsid time timestop date datestop gui_ms manvr_angle manvr_slew_err one_shot roll_err pitch_err yaw_err
51547 51546 562051405.141 562067883.042 2015:297:05:22:16.957 2015:297:09:56:54.858 ENAB 96.92 35.0 22.44768524169922 1.185950062296729 0.34699451645205764 0.47174654176403535
51546 51545 562069945.342 562080105.142 2015:297:10:31:17.158 2015:297:13:20:36.958 ENAB 164.32 48.9 9.124396324157715 1.163801639788442 0.25445172726741616 0.20660104944832
51545 51544 562083044.842 562085226.043 2015:297:14:09:36.658 2015:297:14:45:57.859 ENAB 109.03 67.2 17.190898895263672 1.0927940568607741 0.34446124748042023 0.2135306482197416
51544 17739 562087435.943 562093986.7179999 2015:297:15:22:47.759 2015:297:17:11:58.534 ENAB 100.81 59.7 31.456722259521484 1.5057124719544173 0.14975098041287055 0.18843635645128953
17739 17095 562096115.643 562213426.9 2015:297:17:47:27.459 2015:299:02:22:38.716 ENAB 67.75 53.8 16.784597396850586 1.1397793133599483 0.1865795988738906 0.21059235786821356
17095 17009 562215085.35 562222897.9 2015:299:02:50:17.166 2015:299:05:00:29.716 ENAB 99.65 50.8 11.160552024841309 1.1619731342813586 0.20316202585584545 0.22424564921996457
17009 51542 562224974.551 562275126.778 2015:299:05:35:06.367 2015:299:19:30:58.594 ENAB 0.0 20.3 3.388814926147461 1.1970839293168776 0.21550383771906217 0.25546565017340606
51542 51541 562275646.4530001 562275842.2279999 2015:299:19:39:38.269 2015:299:19:42:54.044 ENAB 99.03 72.2 6.584096908569336 3.7731911812517622 0.511709901891554 0.2837873564020879
51541 51540 562277901.454 562278532.854 2015:299:20:17:13.270 2015:299:20:27:44.670 ENAB 107.2 75.0 21.44989585876465 6.780412082027967 0.8602958015606617 1.0684644094389792
51540 51539 562280726.354 562315892.056 2015:299:21:04:18.170 2015:300:06:50:23.872 ENAB 175.29 49.7 29.806610107421875 1.1744802845388165 0.23542486775404953 0.32994696209201085
51539 16455 562319016.256 562326278.3809999 2015:300:07:42:28.072 2015:300:09:43:30.197 ENAB 23.97 32.4 1.50399649143219 0.8528362794942356 0.2612239698862429 0.2253732932748611
16455 17508 562327294.156 562418744.661 2015:300:10:00:25.972 2015:301:11:24:36.477 ENAB 158.17 74.1 7.311551570892334 4.458561119067971 0.33805243604235397 0.30223608963593757
17508 18689 562421602.362 562436783.638 2015:301:12:12:14.178 2015:301:16:25:15.454 ENAB 52.42 48.5 10.965249061584473 0.8700587115431818 0.306517704024048 0.26734037427250956
18689 17423 562438219.663 562498619.841 2015:301:16:49:11.479 2015:302:09:35:51.657 ENAB 21.07 26.8 6.483311176300049 1.197065694912929 0.378738737759351 0.3432529743430424
17423 51538 562499588.4660001 562506550.266 2015:302:09:52:00.282 2015:302:11:48:02.082 ENAB 0.0 20.3 7.432296276092529 2.910940471494916 0.3449353795024375 0.40869962685658645
51538 51537 562507075.066 562507265.716 2015:302:11:56:46.882 2015:302:11:59:57.532 ENAB 113.95 76.0 53.13820266723633 17.793219918857762 4.907476536236781 3.8928553951491915
51537 51536 562509596.5669999 562533035.243 2015:302:12:38:48.383 2015:302:19:09:27.059 ENAB 113.42 76.3 4.137834548950195 0.9580343078095566 0.461902514947488 0.371356618111333
51536 51535 562535287.168 562540477.768 2015:302:19:46:58.984 2015:302:21:13:29.584 ENAB 66.7 41.6 19.052051544189453 1.5568162649882797 0.23951854302965025 0.207253886132905
51535 16761 562542134.168 562551171.594 2015:302:21:41:05.984 2015:303:00:11:43.410 ENAB 105.63 54.2 16.729206085205078 2.1795357548651997 0.7265348644973472 0.4205759267683769
16761 18635 562553335.369 562614174.248 2015:303:00:47:47.185 2015:303:17:41:46.064 ENAB 117.24 76.5 63.99127197265625 1.0083025074065002 0.49312567690614073 0.30989247573018047
18635 18195 562616549.173 562622667.398 2015:303:18:21:20.989 2015:303:20:03:19.214 ENAB 89.07 41.4 39.16508865356445 0.7960322467008543 0.4057758189740384 0.4872569658866821
18195 16458 562624646.673 562633784.549 2015:303:20:36:18.489 2015:303:23:08:36.365 ENAB 85.9 42.6 20.37244987487793 0.9349564934901285 0.6781780037517621 0.402852761478484
16458 51533 562635704.374 562733424.804 2015:303:23:40:36.190 2015:305:02:49:16.620 ENAB 0.0 20.3 3.945472002029419 4.54233334755001 0.5374357943926671 0.36857283244182343
51533 51532 562733948.579 562734140.254 2015:305:02:58:00.395 2015:305:03:01:12.070 ENAB 30.6 30.9 18.807920455932617 8.363452946713425 0.8149540801746047 0.8695208341460435
51532 51531 562735297.479 562736781.679 2015:305:03:20:29.295 2015:305:03:45:13.495 ENAB 162.89 49.0 14.17458438873291 1.940866617083072 1.1482089169722527 0.3639545756886302
51531 51530 562739692.68 562749884.255 2015:305:04:33:44.496 2015:305:07:23:36.071 ENAB 108.16 75.1 15.940853118896484 0.816887208388295 0.362063375348217 0.2531875502990021
51530 51529 562752086.98 562773256.307 2015:305:08:00:18.796 2015:305:13:53:08.123 ENAB 108.58 73.4 7.941530704498291 1.8158411132312136 0.38595629753963406 0.37761364502023337
51529 18688 562775444.682 562782938.457 2015:305:14:29:36.498 2015:305:16:34:30.273 ENAB 62.51 53.4 12.935611724853516 0.5580955241440022 0.2550927078374995 0.4072983729440842
18688 17424 562784517.982 562820365.309 2015:305:17:00:49.798 2015:306:02:58:17.125 ENAB 66.62 47.3 5.610421657562256 0.8473122306008556 0.47923015125296153 0.309929188413851
17424 17425 562821996.084 562828434.11 2015:306:03:25:27.900 2015:306:05:12:45.926 ENAB 0.0 20.3 2.751070261001587 1.9681233365708388 0.24156495622980728 0.3245581329349093
17425 17426 562828761.085 562835193.985 2015:306:05:18:12.901 2015:306:07:05:25.801 ENAB 0.0 20.3 0.3896574378013611 2.0044975206684277 0.2966694000016361 0.27831073196671446
17426 17427 562835513.785 562841953.86 2015:306:07:10:45.601 2015:306:08:58:05.676 ENAB 4.9 20.3 1.7876709699630737 2.034948600069348 0.36598362211980007 0.30705610669208216
17427 17088 562842500.1850001 562848934.1110001 2015:306:09:07:12.001 2015:306:10:54:25.927 ENAB 122.58 68.4 42.49225997924805 2.925311583044913 0.48413708188266036 0.3941822273621529
17088 17428 562851364.386 562886148.788 2015:306:11:34:56.202 2015:306:21:14:40.604 ENAB 122.52 69.4 25.514827728271484 1.8809076572130605 0.3725326246079784 0.33793303071196934
17428 17429 562888563.688 562894961.738 2015:306:21:54:55.504 2015:306:23:41:33.554 ENAB 4.5 20.3 4.436337471008301 2.199082097914521 0.4649133677213142 0.37473069570949624
17429 17430 562895484.488 562901926.614 2015:306:23:50:16.304 2015:307:01:37:38.430 ENAB 0.0 20.3 0.784263551235199 1.2847010844760005 0.6553985057817096 0.4060546627809254
17430 17431 562902253.589 562908686.489 2015:307:01:43:05.405 2015:307:03:30:18.305 ENAB 4.19 20.3 3.5070009231567383 1.1744545087455807 0.6705251069570402 0.4471565100554007
17431 18700 562909198.989 562915638.04 2015:307:03:38:50.805 2015:307:05:26:09.856 ENAB 122.69 68.3 46.01570129394531 2.4992852953859455 0.647262359762996 0.42836182965774566
18700 17432 562918079.59 562938203.416 2015:307:06:06:51.406 2015:307:11:42:15.232 ENAB 122.58 68.8 27.542882919311523 1.7974075940936627 0.4313923800901583 0.340698957171027
17432 17433 562940617.291 562947017.391 2015:307:12:22:29.107 2015:307:14:09:09.207 ENAB 3.0 20.3 4.207653999328613 1.871915769866645 0.39176984573521273 0.37527509209364324
17433 17434 562947476.591 562953913.592 2015:307:14:16:48.407 2015:307:16:04:05.408 ENAB 0.0 20.3 3.3614494800567627 3.120080230220578 0.9336224930119436 0.3770398240860928
17434 51528 562954233.3920001 562960719.592 2015:307:16:09:25.208 2015:307:17:57:31.408 ENAB 0.0 20.3 15.157363891601562 2.477302708403282 1.0213308764698348 0.44060773268332043
51528 51527 562961252.592 562961349.967 2015:307:18:06:24.408 2015:307:18:08:01.783 ENAB 105.82 74.2 106.41008758544922 33.922284990473486 8.455276002212987 1.480543103967238
51527 51526 562963589.592 562966060.867 2015:307:18:45:21.408 2015:307:19:26:32.683 ENAB 39.29 28.1 5.476118087768555 4.212817407747224 0.7537779926006878 0.35143774543895273
51526 51525 562967332.893 562999229.869 2015:307:19:47:44.709 2015:308:04:39:21.685 ENAB 94.52 32.8 9.893769264221191 2.031906906390077 0.5841069764155967 0.35116984790233735
51525 18701 563001227.594 563011194.6949999 2015:308:05:12:39.410 2015:308:07:58:46.511 ENAB 21.83 27.4 7.550660610198975 0.7469315367081768 0.38263343385379595 0.3855956615504254
18701 17435 563012174.595 563042382.372 2015:308:08:15:06.411 2015:308:16:38:34.188 ENAB 122.74 68.4 56.73719024658203 1.6782842591413474 0.4790538759682862 0.3729532165179899
17435 17436 563044822.8970001 563051198.397 2015:308:17:19:14.713 2015:308:19:05:30.213 ENAB 2.4 20.3 2.329786777496338 1.1199209969179655 0.6915272382936349 0.2622101284734631
17436 17437 563051624.7969999 563058061.798 2015:308:19:12:36.613 2015:308:20:59:53.614 ENAB 0.0 20.3 0.860916793346405 1.5529095627019343 0.5356027865636211 0.2015284333703955
17437 17438 563058377.498 563064821.673 2015:308:21:05:09.314 2015:308:22:52:33.489 ENAB 0.0 20.3 0.7653199434280396 1.6427299478731572 0.515078201509865 0.21365318641582512
17438 17200 563065146.598 563071582.573 2015:308:22:57:58.414 2015:309:00:45:14.389 ENAB 51.62 38.9 15.25399398803711 1.5269264750587046 0.5021425802789612 0.21491773857773616
17200 16675 563073022.698 563113219.101 2015:309:01:09:14.514 2015:309:12:19:10.917 ENAB 105.81 55.1 28.854366302490234 0.6822781182857531 0.35512964944832975 0.21924990090971494
16675 18686 563115412.601 563135560.002 2015:309:12:55:44.417 2015:309:18:31:31.818 ENAB 44.73 39.0 9.3229398727417 0.5699898708629931 0.34816860946186906 0.28039500688062635
18686 17170 563136896.602 563139887.552 2015:309:18:53:48.418 2015:309:19:43:39.368 ENAB 79.78 62.2 18.687456130981445 1.7897960811416482 0.30915388857188186 0.3004761319807357
17170 18172 563141714.102 563167631.229 2015:309:20:14:05.918 2015:310:03:26:03.045 ENAB 117.8 44.0 2.133277177810669 1.131270487640776 0.260878744969919 0.2953045773776818
18172 16259 563169942.604 563180132.13 2015:310:04:04:34.420 2015:310:06:54:23.946 ENAB 64.02 37.0 7.45927095413208 0.7492286776525477 0.27319864553291734 0.3000962673248115
16259 51524 563181734.2049999 563192047.755 2015:310:07:21:06.021 2015:310:10:12:59.571 ENAB 0.0 20.3 5.678074836730957 0.8843164396184193 0.4358136977768351 0.28440830163943737
51524 51523 563192541.8050001 563192656.605 2015:310:10:21:13.621 2015:310:10:23:08.421 ENAB 20.89 29.1 8.891077995300293 9.843544167633013 2.269564072272398 0.3825269726990541
51523 51522 563193624.205 563196197.98 2015:310:10:39:16.021 2015:310:11:22:09.796 ENAB 99.24 65.9 37.709049224853516 1.3409074152691645 0.5372830906394337 0.26172222685011004
51522 51521 563198310.506 563201450.081 2015:310:11:57:22.322 2015:310:12:49:41.897 ENAB 98.21 69.3 29.49878692626953 1.0622817458811629 0.2886917357160079 0.3956502469574263
51521 51520 563203550.306 563226791.157 2015:310:13:24:42.122 2015:310:19:52:02.973 ENAB 41.5 28.4 15.012727737426758 0.6453328896859001 0.42938892185547617 0.2881709671423274
51520 14529 563228097.007 563237767.883 2015:310:20:13:48.823 2015:310:22:54:59.699 ENAB 28.9 37.0 8.098651885986328 2.200900810871335 0.6662501334938243 0.36973677646754394
14529 18298 563238953.808 563271912.685 2015:310:23:14:45.624 2015:311:08:24:04.501 ENAB 95.46 52.8 11.956169128417969 2.0102517132527993 0.6029951550326768 0.34092932597811626
18298 16750 563273926.8100001 563298565.761 2015:311:08:57:38.626 2015:311:15:48:17.577 ENAB 104.79 55.4 55.544368743896484 0.8693603263680749 0.5781342898983133 0.3645944869572475
16750 18672 563300777.711 563330893.238 2015:311:16:25:09.527 2015:312:00:47:05.054 ENAB 93.86 61.2 36.295570373535156 0.9114628146987501 0.42746245332635563 0.3032054958335215
18672 17865 563332934.013 563364074.54 2015:312:01:21:05.829 2015:312:10:00:06.356 ENAB 100.34 67.8 22.10662269592285 0.7473784484419947 0.4429323565513385 0.35797616747051897
17865 18704 563366189.115 563386342.666 2015:312:10:35:20.931 2015:312:16:11:14.482 ENAB 94.05 60.9 35.09623718261719 2.975205939841558 0.6333714208503163 0.3633434605208994
18704 51519 563388386.516 563415851.393 2015:312:16:45:18.332 2015:313:00:23:03.209 ENAB 0.0 20.3 5.82376766204834 0.8175196157869744 0.2958472009725559 0.2712247525457901
51519 51518 563416373.118 563416485.868 2015:313:00:31:44.934 2015:313:00:33:37.684 ENAB 97.19 54.4 27.437171936035156 10.401977666079008 1.8342467930112958 1.680329138738086
51518 51517 563418558.418 563434577.119 2015:313:01:08:10.234 2015:313:05:35:08.935 ENAB 109.53 37.8 13.932315826416016 2.0021028106551912 0.23329561651969843 0.22869364316427007
51517 51516 563436770.6190001 563456822.695 2015:313:06:11:42.435 2015:313:11:45:54.511 ENAB 143.33 48.2 21.403249740600586 1.2956701852719905 0.32176489238927813 0.29230507420713653
51516 18697 563459501.02 563468204.296 2015:313:12:30:32.836 2015:313:14:55:36.112 ENAB 100.46 73.5 33.54640197753906 1.277320353043921 0.5195503579153702 0.5392303448882821
18697 17071 563470398.821 563507681.148 2015:313:15:32:10.637 2015:314:01:53:32.964 ENAB 96.34 52.9 8.162949562072754 0.6061794503802762 0.34047909378185076 0.27290614468274366
17071 16760 563509709.623 563519896.074 2015:314:02:27:21.439 2015:314:05:17:07.890 ENAB 84.76 45.7 12.580622673034668 3.676486558202892 0.35526291817842437 0.3683049442850455
16760 18706 563521771.824 563561955.926 2015:314:05:48:23.640 2015:314:16:58:07.742 ENAB 44.76 44.8 15.874932289123535 0.8857747417021233 0.30263692760833777 0.32088573898737077
18706 17463 563563304.826 563578635.752 2015:314:17:20:36.642 2015:314:21:36:07.568 ENAB 53.56 51.2 17.506895065307617 0.6573032881267101 0.2375895935335314 0.28436027687183574
17463 17457 563580114.827 563625280.4300001 2015:314:22:00:46.643 2015:315:10:33:32.246 ENAB 33.33 39.4 10.05090045928955 0.8613066103606272 0.29413178816527213 0.27621925333766256
17457 51515 563626453.03 563646641.431 2015:315:10:53:04.846 2015:315:16:29:33.247 ENAB 0.0 20.3 6.486067771911621 1.7741377182231781 0.29553428959615136 0.33666618986972735
51515 51514 563647145.7310001 563647248.2310001 2015:315:16:37:57.547 2015:315:16:39:40.047 ENAB 46.16 47.4 33.93235397338867 51.51807358894687 0.761525288079227 2.4074001078432987
51514 51513 563648650.431 563651187.306 2015:315:17:03:02.247 2015:315:17:45:19.122 ENAB 18.61 23.9 6.729414939880371 2.3399331884264116 0.3451242894281205 0.3815056022021508
51513 51512 563652106.7310001 563674938.608 2015:315:18:00:38.547 2015:316:00:21:10.424 ENAB 105.0 65.1 43.587188720703125 0.934551003118367 0.2916532880643429 0.38870496509783475
51512 51511 563677133.133 563684012.933 2015:316:00:57:44.949 2015:316:02:52:24.749 ENAB 106.14 62.2 31.729202270507812 1.4828815724752908 0.2768965526382446 0.37067616718537705
51511 17879 563686218.7329999 563695153.659 2015:316:03:29:10.549 2015:316:05:58:05.475 ENAB 79.6 63.5 32.685855865478516 1.7274261653799834 0.31066209139067186 0.32062047718507064
17879 18698 563697071.434 563707995.884 2015:316:06:30:03.250 2015:316:09:32:07.700 ENAB 55.11 42.7 13.941060066223145 1.7087032970176323 0.28874711427614846 0.2780655054971485
18698 16691 563709473.9350001 563734311.736 2015:316:09:56:45.751 2015:316:16:50:43.552 ENAB 86.75 46.4 14.182684898376465 0.6469517370669225 0.22946361525858344 0.2721191388036716
16691 17069 563736205.936 563786398.1389999 2015:316:17:22:17.752 2015:317:07:18:49.955 ENAB 104.35 54.7 29.936283111572266 0.7439807148938526 0.286548780539183 0.268405023339279
17069 16669 563788575.239 563853719.118 2015:317:07:55:07.055 2015:318:02:00:50.934 ENAB 103.68 67.3 25.729259490966797 0.8475985032389811 0.4735755162629897 0.2700410170631088
16669 16664 563855880.843 563864031.643 2015:318:02:36:52.659 2015:318:04:52:43.459 ENAB 51.61 41.9 34.689754486083984 0.7075507770426257 0.4054213361581786 0.36212775855228296
16664 51510 563865511.743 563875761.744 2015:318:05:17:23.559 2015:318:08:08:13.560 ENAB 0.0 20.3 5.847034454345703 1.4012471590191684 0.5317399819164118 0.3103443024988078
51510 51509 563876270.144 563876368.544 2015:318:08:16:41.960 2015:318:08:18:20.360 ENAB 23.53 32.9 2.658475160598755 3.097458501115967 1.7917748141248848 1.0716299169722225
51509 51508 563877385.344 563879960.144 2015:318:08:35:17.160 2015:318:09:18:11.960 ENAB 103.04 64.5 37.38186264038086 1.0291000457292425 0.3094608718910355 0.15693796192315712
51508 51507 563882124.944 563889137.995 2015:318:09:54:16.760 2015:318:11:51:09.811 ENAB 104.97 66.5 19.394636154174805 1.0769252854292495 0.6344793297272766 0.35363480351802895
51507 51506 563891304.8449999 563911947.321 2015:318:12:27:16.661 2015:318:18:11:19.137 ENAB 113.18 37.6 18.847463607788086 1.6268590753580499 0.48733237977955646 0.29586560421357827
51506 18705 563914215.6459999 563923163.897 2015:318:18:49:07.462 2015:318:21:18:15.713 ENAB 88.85 56.9 36.97382736206055 1.9910265733561643 0.5269300012863087 0.27968424032012174
18705 17040 563925146.247 563950024.023 2015:318:21:51:18.063 2015:319:04:45:55.839 ENAB 86.64 48.0 2.892796516418457 0.7433421074226374 0.48403385677182914 0.3577149202386359
17040 18702 563951923.348 563962010.3740001 2015:319:05:17:35.164 2015:319:08:05:42.190 ENAB 94.0 66.4 55.9739875793457 0.9700891435468411 0.7820941459656156 0.30846383269240557
18702 17677 563964071.649 563989193.375 2015:319:08:40:03.465 2015:319:15:38:45.191 ENAB 77.59 47.8 25.28180694580078 1.2522665634134578 0.4561984763538132 0.28419755545223546
17677 51505 563991000.45 564101252.5320001 2015:319:16:08:52.266 2015:320:22:46:24.348 ENAB 0.0 20.3 5.455479621887207 2.1766822207246186 0.38395201387925876 0.39730102330503364
51505 51504 564101766.057 564103724.832 2015:320:22:54:57.873 2015:320:23:27:36.648 ENAB 38.81 36.8 16.19045639038086 4.737765636982971 0.5732121826916651 0.3530405720576579
51504 51503 564104996.857 564105771.757 2015:320:23:48:48.673 2015:321:00:01:43.573 ENAB 138.54 47.2 8.832881927490234 12.793088222984023 0.5424171446524736 1.46618414868654
51503 51502 564108367.057 564132551.933 2015:321:00:44:58.873 2015:321:07:28:03.749 ENAB 103.48 71.7 21.408395767211914 1.0187638025641284 0.30073349595992593 0.29311969432757967
51502 51501 564134701.3590001 564143229.359 2015:321:08:03:53.175 2015:321:10:26:01.175 ENAB 100.2 57.5 21.954233169555664 1.763359984870275 0.3346034135431873 0.3869460579844242
51501 17165 564145340.859 564155546.785 2015:321:11:01:12.675 2015:321:13:51:18.601 ENAB 5.53 23.1 6.506045341491699 0.6278332271621034 0.295833243774472 0.2636504587886662
17165 17628 564156189.4599999 564213063.638 2015:321:14:02:01.276 2015:322:05:49:55.454 ENAB 78.44 47.8 15.683454513549805 1.098050574031198 0.34349133477161525 0.32385276916075995
17628 51500 564214868.663 564271039.691 2015:322:06:20:00.479 2015:322:21:56:11.507 ENAB 73.75 45.2 25.516199111938477 1.8399110141951125 0.3602713011296816 0.27139265163564746
51500 18269 564272793.466 564273052.791 2015:322:22:25:25.282 2015:322:22:29:44.607 ENAB 87.5 64.4 33.938323974609375 1.7053107223800728 4.984199779376691 3.9627775057710144
18269 51499 564275011.567 564299549.043 2015:322:23:02:23.383 2015:323:05:51:20.859 ENAB 156.75 41.1 27.35037612915039 0.5582561069606703 0.38029582829078556 0.37737952427817517
51499 17501 564302415.9679999 564302669.143 2015:323:06:39:07.784 2015:323:06:43:20.959 ENAB 55.98 52.7 19.42964744567871 14.191202966536373 1.4785981008793707 4.939851607889743
17501 51498 564304183.0680001 564330298.02 2015:323:07:08:34.884 2015:323:14:23:49.836 ENAB 0.0 20.3 6.048924446105957 0.5143849002066407 0.44219134939498494 0.27968994326127444
51498 51497 564330804.37 564330924.295 2015:323:14:32:16.186 2015:323:14:34:16.111 ENAB 46.79 47.9 7.529523849487305 2.7243484912356277 0.38166378378043875 0.335602778941498
51497 51496 564332292.6700001 564343799.3199999 2015:323:14:57:04.486 2015:323:18:08:51.136 ENAB 166.66 50.7 2.9012932777404785 1.1701526901876629 0.3119598106577077 0.33133699771895603
51496 51495 564346761.571 564366952.022 2015:323:18:58:13.387 2015:324:00:34:43.838 ENAB 105.8 69.5 20.310592651367188 1.1289586391113267 0.37297555929072945 0.3409338283000787
51495 51493 564369139.372 564372292.272 2015:324:01:11:11.188 2015:324:02:03:44.088 ENAB 83.92 60.5 33.656497955322266 2.9551108012643383 0.40387478856400666 0.5727844996245626
51493 17227 564374194.672 564380345.698 2015:324:02:35:26.488 2015:324:04:17:57.514 ENAB 80.38 61.3 17.449357986450195 0.5843707093043967 0.3245842651619675 0.23492425645098947
17227 51492 564382247.073 564443055.2010001 2015:324:04:49:38.889 2015:324:21:43:07.017 ENAB 79.16 43.8 13.488367080688477 0.9468835946013979 0.28001366021038937 0.3115393125460707
51492 18715 564444849.976 564445141.076 2015:324:22:13:01.792 2015:324:22:17:52.892 ENAB 106.4 69.8 8.705863952636719 4.195912914667541 5.816360195799227 2.276379537182067
18715 18076 564447305.876 564469488.928 2015:324:22:53:57.692 2015:325:05:03:40.744 ENAB 124.45 42.8 26.2348690032959 0.5849459465939877 0.47675867665026145 0.3052302650588268
18076 51491 564471922.278 564482079.003 2015:325:05:44:14.094 2015:325:08:33:30.819 ENAB 163.41 50.6 13.086186408996582 1.750739938889604 0.5356301006501948 0.37997274917061535
51491 17215 564485005.378 564485287.253 2015:325:09:22:17.194 2015:325:09:26:59.069 ENAB 75.65 64.6 28.134679794311523 33.77596312854477 4.778700298035232 2.639472593563142
17215 51490 564487071.7789999 564522226.2060001 2015:325:09:56:43.595 2015:325:19:42:38.022 ENAB 75.1 64.4 26.777645111083984 1.1473028434369437 0.4747320314574719 0.2757181449032191
51490 18708 564524016.8809999 564524257.756 2015:325:20:12:28.697 2015:325:20:16:29.572 ENAB 113.79 43.6 15.165454864501953 21.305184428830103 0.7817116174358636 4.8016096129552075
18708 51489 564526521.981 564558374.883 2015:325:20:54:13.797 2015:326:05:45:06.699 ENAB 0.0 20.3 8.63005542755127 1.0014381547841875 0.3490552667337145 0.35621095710636064
51489 51488 564558879.1830001 564559546.458 2015:326:05:53:30.999 2015:326:06:04:38.274 ENAB 58.96 33.9 19.957128524780273 7.469271094249133 0.7351406308362779 0.6551883974234524
51488 51487 564561093.183 564563063.2329999 2015:326:06:30:24.999 2015:326:07:03:15.049 ENAB 178.57 64.7 13.062821388244629 94.87799621066506 35.26030664248074 12.26639819545835
51487 51486 564566185.383 564582375.259 2015:326:07:55:17.199 2015:326:12:25:07.075 ENAB 37.26 31.3 10.543814659118652 0.88331448538498 0.3994122371120219 0.3370625817991894
51486 51485 564583606.284 564588226.984 2015:326:12:45:38.100 2015:326:14:02:38.800 ENAB 103.8 60.2 13.697638511657715 1.354525926183755 0.4916220420681755 0.36655117732254233
51485 51484 564590358.984 564592111.735 2015:326:14:38:10.800 2015:326:15:07:23.551 ENAB 163.9 71.5 27.63128662109375 1.601486427534257 0.2604045472890397 0.40969403970073814
51484 51483 564595078.085 564598214.585 2015:326:15:56:49.901 2015:326:16:49:06.401 ENAB 100.36 72.7 36.468505859375 1.8073550992766518 0.2248487352468621 0.27697624373698343
51483 18709 564600346.585 564610089.2110001 2015:326:17:24:38.401 2015:326:20:07:01.027 ENAB 19.91 31.3 6.844956398010254 1.6560358850854897 0.386853985500288 0.37839314702936755
18709 51482 564611027.0860001 564628849.7870001 2015:326:20:22:38.902 2015:327:01:19:41.603 ENAB 31.09 31.3 14.143169403076172 2.318235148191789 0.337038044144493 0.3695487576264161
51482 16688 564629993.6869999 564630278.637 2015:327:01:38:45.503 2015:327:01:43:30.453 ENAB 98.79 72.5 34.567283630371094 20.540758895019945 2.6985307513664774 5.767820512642444
16688 51481 564632383.987 564657726.0879999 2015:327:02:18:35.803 2015:327:09:20:57.904 ENAB 94.91 72.1 40.45985794067383 1.3193477839155436 0.295787395129152 0.28247537978217024
51481 18717 564659792.488 564660022.0879999 2015:327:09:55:24.304 2015:327:09:59:13.904 ENAB 104.17 40.5 11.180989265441895 40.06241781410254 1.7651851511552363 5.054254183225517
18717 51480 564662149.988 564702340.241 2015:327:10:34:41.804 2015:327:21:44:32.057 ENAB 105.1 42.7 25.561695098876953 1.365651426388922 0.4013846293251616 0.40818200990827985
51480 18710 564704511.191 564704771.541 2015:327:22:20:43.007 2015:327:22:25:03.357 ENAB 94.9 71.6 58.25872039794922 7.8111876293562625 6.072427506264241 2.9412174611132813
18710 17166 564706844.091 564760967.169 2015:327:22:59:35.907 2015:328:14:01:38.985 ENAB 43.25 37.7 11.220144271850586 1.2427164631823726 0.34711671697399404 0.4458811523207793
17166 51479 564762292.494 564783770.345 2015:328:14:23:44.310 2015:328:20:21:42.161 ENAB 0.0 20.3 5.754483222961426 0.9579517839999163 0.3247536837854874 0.31450583620823946
51479 51478 564784284.895 564784787.145 2015:328:20:30:16.711 2015:328:20:38:38.961 ENAB 93.77 63.3 40.59059143066406 7.340272366303936 0.5732007017706612 0.41800922805616675
51478 51477 564786835.0960001 564794102.346 2015:328:21:12:46.912 2015:328:23:13:54.162 ENAB 137.64 50.0 29.485061645507812 2.8060529157982694 0.48050457100384075 0.4720863169948171
51477 51476 564796720.196 564829721.0979999 2015:328:23:57:32.012 2015:329:09:07:32.914 ENAB 29.64 33.6 10.233206748962402 1.1229061864566048 0.43204033925928387 0.5717953394893676
51476 18142 564830844.498 564840153.549 2015:329:09:26:16.314 2015:329:12:01:25.365 ENAB 66.43 44.7 18.145919799804688 0.7223237208277894 0.3179389692628128 0.3023540317116841
18142 51475 564841799.699 564866969.6 2015:329:12:28:51.515 2015:329:19:28:21.416 ENAB 101.31 36.9 21.800235748291016 1.53548561422581 0.3300966267779195 0.48761707660499526
51475 17614 564869093.4 564869260.475 2015:329:20:03:45.216 2015:329:20:06:32.291 ENAB 91.61 65.2 20.601102828979492 9.505615489165603 3.0801007367726942 6.0217573243547315
17614 51474 564871245.9 564931411.354 2015:329:20:39:37.716 2015:330:13:22:23.170 ENAB 75.83 45.8 30.178361892700195 1.5485218248332298 0.4183194380393941 0.42988200114908653
51474 18714 564933209.204 564933362.954 2015:330:13:52:21.020 2015:330:13:54:54.770 ENAB 106.32 69.7 35.74347686767578 7.09325127120368 5.793772646822179 1.5791763716675105
18714 18211 564935566.704 564950710.0550001 2015:330:14:31:38.520 2015:330:18:44:01.871 ENAB 77.46 36.6 23.71035385131836 0.6312509772833047 0.46459527867465256 0.4455603994002899
18211 18035 564952516.105 564972672.731 2015:330:19:14:07.921 2015:331:00:50:04.547 ENAB 67.56 35.5 6.742869853973389 1.2800609727016135 0.6077834494786591 0.3100678599303007
18035 17245 564974315.806 564980503.732 2015:331:01:17:27.622 2015:331:03:00:35.548 ENAB 71.91 60.5 15.618327140808105 0.9545178817986741 0.49603574332686534 0.37234675374962023
17245 51473 564982220.607 564996392.257 2015:331:03:29:12.423 2015:331:07:25:24.073 ENAB 67.34 54.6 13.302083015441895 1.348324690547841 0.29693019700132295 0.2591500503128453
51473 17727 564998030.208 564998230.0830001 2015:331:07:52:42.024 2015:331:07:56:01.899 ENAB 127.74 44.7 20.603246688842773 8.249201424279498 3.8832181749881283 5.848326081424478
17727 51472 565000707.508 565014863.783 2015:331:08:37:19.324 2015:331:12:33:15.599 ENAB 0.0 20.3 5.910741806030273 0.8336414739918246 0.2384629314362374 0.21398234367064495
